Unnamed: 0,Date,Acao,Close,Dividends
0,2022-05-10,HGLG11.SA,146.51461791992188,0.0
1,2022-05-11,HGLG11.SA,147.19293212890625,0.0
2,2022-05-12,HGLG11.SA,146.7135772705078,0.0
3,2022-05-13,HGLG11.SA,147.74461364746094,0.0
4,2022-05-16,HGLG11.SA,147.50042724609375,0.0
5,2022-05-17,HGLG11.SA,147.32855224609375,0.0
6,2022-05-18,HGLG11.SA,147.23817443847656,0.0
7,2022-05-19,HGLG11.SA,146.90350341796875,0.0
8,2022-05-20,HGLG11.SA,147.23817443847656,0.0
9,2022-05-23,HGLG11.SA,146.96682739257812,0.0
10,2022-05-24,HGLG11.SA,146.60508728027344,0.0
11,2022-05-25,HGLG11.SA,146.6140899658203,0.0
12,2022-05-26,HGLG11.SA,148.0973358154297,0.0
13,2022-05-27,HGLG11.SA,149.3273468017578,0.0
14,2022-05-30,HGLG11.SA,148.63999938964844,0.0
15,2022-05-31,HGLG11.SA,149.3183135986328,0.0
16,2022-06-01,HGLG11.SA,148.03451538085938,1.1
17,2022-06-02,HGLG11.SA,147.56106567382812,0.0
18,2022-06-03,HGLG11.SA,148.28945922851562,0.0
19,2022-06-06,HGLG11.SA,147.8615264892578,0.0
20,2022-06-07,HGLG11.SA,147.9070587158203,0.0
21,2022-06-08,HGLG11.SA,147.7978057861328,0.0
22,2022-06-09,HGLG11.SA,147.2241973876953,0.0
23,2022-06-10,HGLG11.SA,148.4169158935547,0.0
24,2022-06-13,HGLG11.SA,147.49734497070312,0.0
25,2022-06-14,HGLG11.SA,148.50796508789062,0.0
26,2022-06-15,HGLG11.SA,148.75381469726562,0.0
27,2022-06-17,HGLG11.SA,142.86300659179688,0.0
28,2022-06-20,HGLG11.SA,147.3152313232422,0.0
29,2022-06-21,HGLG11.SA,148.1892852783203,0.0
30,2022-06-22,HGLG11.SA,148.40782165527344,0.0
31,2022-06-23,HGLG11.SA,147.8888397216797,0.0
32,2022-06-24,HGLG11.SA,148.0163116455078,0.0
33,2022-06-27,HGLG11.SA,148.22573852539062,0.0
34,2022-06-28,HGLG11.SA,147.77960205078125,0.0
35,2022-06-29,HGLG11.SA,148.40782165527344,0.0
36,2022-06-30,HGLG11.SA,149.70066833496094,0.0
37,2022-07-01,HGLG11.SA,149.39410400390625,3.3
38,2022-07-04,HGLG11.SA,149.96084594726562,0.0
39,2022-07-05,HGLG11.SA,150.41610717773438,0.0
40,2022-07-06,HGLG11.SA,150.16525268554688,0.0
41,2022-07-07,HGLG11.SA,150.42539978027344,0.0
42,2022-07-08,HGLG11.SA,150.51834106445312,0.0
43,2022-07-11,HGLG11.SA,150.93643188476562,0.0
44,2022-07-12,HGLG11.SA,151.16871643066406,0.0
45,2022-07-13,HGLG11.SA,150.69485473632812,0.0
46,2022-07-14,HGLG11.SA,151.6053924560547,0.0
47,2022-07-15,HGLG11.SA,151.94915771484375,0.0
48,2022-07-18,HGLG11.SA,153.21278381347656,0.0
49,2022-07-19,HGLG11.SA,153.43576049804688,0.0
50,2022-07-20,HGLG11.SA,153.6402130126953,0.0
51,2022-07-21,HGLG11.SA,152.89688110351562,0.0
52,2022-07-22,HGLG11.SA,154.30914306640625,0.0
53,2022-07-25,HGLG11.SA,155.3776397705078,0.0
54,2022-07-26,HGLG11.SA,154.22555541992188,0.0
55,2022-07-27,HGLG11.SA,155.67498779296875,0.0
56,2022-07-28,HGLG11.SA,156.44613647460938,0.0
57,2022-07-29,HGLG11.SA,156.68771362304688,0.0
58,2022-08-01,HGLG11.SA,155.53741455078125,1.1
59,2022-08-02,HGLG11.SA,155.59347534179688,0.0
60,2022-08-03,HGLG11.SA,155.90213012695312,0.0
61,2022-08-04,HGLG11.SA,156.67837524414062,0.0
62,2022-08-05,HGLG11.SA,157.2021026611328,0.0
63,2022-08-08,HGLG11.SA,157.10858154296875,0.0
64,2022-08-09,HGLG11.SA,158.00637817382812,0.0
65,2022-08-10,HGLG11.SA,158.7078094482422,0.0
66,2022-08-11,HGLG11.SA,159.10997009277344,0.0
67,2022-08-12,HGLG11.SA,160.29766845703125,0.0
68,2022-08-15,HGLG11.SA,161.57894897460938,0.0
69,2022-08-16,HGLG11.SA,160.76528930664062,0.0
70,2022-08-17,HGLG11.SA,160.72789001464844,0.0
71,2022-08-18,HGLG11.SA,161.13938903808594,0.0
72,2022-08-19,HGLG11.SA,160.8307647705078,0.0
73,2022-08-22,HGLG11.SA,159.45596313476562,0.0
74,2022-08-23,HGLG11.SA,158.18409729003906,0.0
75,2022-08-24,HGLG11.SA,156.8373565673828,0.0
76,2022-08-25,HGLG11.SA,156.24815368652344,0.0
77,2022-08-26,HGLG11.SA,156.8373565673828,0.0
78,2022-08-29,HGLG11.SA,158.5114288330078,0.0
79,2022-08-30,HGLG11.SA,159.52146911621094,0.0
80,2022-08-31,HGLG11.SA,161.3170928955078,0.0
81,2022-09-01,HGLG11.SA,160.0087890625,1.1
82,2022-09-02,HGLG11.SA,159.5381622314453,0.0
83,2022-09-05,HGLG11.SA,159.06753540039062,0.0
84,2022-09-06,HGLG11.SA,159.29345703125,0.0
85,2022-09-08,HGLG11.SA,158.7852020263672,0.0
86,2022-09-09,HGLG11.SA,158.6063690185547,0.0
87,2022-09-12,HGLG11.SA,157.49569702148438,0.0
88,2022-09-13,HGLG11.SA,157.5897979736328,0.0
89,2022-09-14,HGLG11.SA,157.3639373779297,0.0
90,2022-09-15,HGLG11.SA,157.1286163330078,0.0
91,2022-09-16,HGLG11.SA,163.77369689941406,0.0
92,2022-09-19,HGLG11.SA,162.38067626953125,0.0
93,2022-09-20,HGLG11.SA,162.9265899658203,0.0
94,2022-09-21,HGLG11.SA,161.8912353515625,0.0
95,2022-09-22,HGLG11.SA,161.9100341796875,0.0
96,2022-09-23,HGLG11.SA,161.59002685546875,0.0
97,2022-09-26,HGLG11.SA,161.19471740722656,0.0
98,2022-09-27,HGLG11.SA,160.85589599609375,0.0
99,2022-09-28,HGLG11.SA,160.90293884277344,0.0
100,2022-09-29,HGLG11.SA,161.19471740722656,0.0
101,2022-09-30,HGLG11.SA,161.4206085205078,0.0
102,2022-10-03,HGLG11.SA,158.67343139648438,1.1
103,2022-10-04,HGLG11.SA,157.39456176757812,0.0
104,2022-10-05,HGLG11.SA,158.22821044921875,0.0
105,2022-10-06,HGLG11.SA,159.36495971679688,0.0
106,2022-10-07,HGLG11.SA,159.95230102539062,0.0
107,2022-10-10,HGLG11.SA,160.09437561035156,0.0
108,2022-10-11,HGLG11.SA,160.53016662597656,0.0
109,2022-10-13,HGLG11.SA,159.1470947265625,0.0
110,2022-10-14,HGLG11.SA,157.9156036376953,0.0
111,2022-10-17,HGLG11.SA,157.67877197265625,0.0
112,2022-10-18,HGLG11.SA,158.8250274658203,0.0
113,2022-10-19,HGLG11.SA,157.7166748046875,0.0
114,2022-10-20,HGLG11.SA,157.72613525390625,0.0
115,2022-10-21,HGLG11.SA,157.214599609375,0.0
116,2022-10-24,HGLG11.SA,155.5568084716797,0.0
117,2022-10-25,HGLG11.SA,155.85047912597656,0.0
118,2022-10-26,HGLG11.SA,156.21043395996094,0.0
119,2022-10-27,HGLG11.SA,156.77883911132812,0.0
120,2022-10-28,HGLG11.SA,157.640869140625,0.0
121,2022-10-31,HGLG11.SA,156.6746063232422,0.0
122,2022-11-01,HGLG11.SA,158.27674865722656,1.1
123,2022-11-03,HGLG11.SA,158.658203125,0.0
124,2022-11-04,HGLG11.SA,161.53822326660156,0.0
125,2022-11-07,HGLG11.SA,157.9906463623047,0.0
126,2022-11-08,HGLG11.SA,158.1623077392578,0.0
127,2022-11-09,HGLG11.SA,157.82852172851562,0.0
128,2022-11-10,HGLG11.SA,158.3053741455078,0.0
129,2022-11-11,HGLG11.SA,157.35171508789062,0.0
130,2022-11-14,HGLG11.SA,157.86668395996094,0.0
131,2022-11-16,HGLG11.SA,157.23728942871094,0.0
132,2022-11-17,HGLG11.SA,155.44442749023438,0.0
133,2022-11-18,HGLG11.SA,156.03567504882812,0.0
134,2022-11-21,HGLG11.SA,155.7400360107422,0.0
135,2022-11-22,HGLG11.SA,155.85446166992188,0.0
136,2022-11-23,HGLG11.SA,154.6433563232422,0.0
137,2022-11-24,HGLG11.SA,154.8531494140625,0.0
138,2022-11-25,HGLG11.SA,154.93898010253906,0.0
139,2022-11-28,HGLG11.SA,155.3490447998047,0.0
140,2022-11-29,HGLG11.SA,155.92123413085938,0.0
141,2022-11-30,HGLG11.SA,157.17051696777344,0.0
142,2022-12-01,HGLG11.SA,156.21044921875,1.1
143,2022-12-02,HGLG11.SA,156.296875,0.0
144,2022-12-05,HGLG11.SA,156.33526611328125,0.0
145,2022-12-06,HGLG11.SA,156.44088745117188,0.0
146,2022-12-07,HGLG11.SA,155.70162963867188,0.0
147,2022-12-08,HGLG11.SA,155.7208251953125,0.0
148,2022-12-09,HGLG11.SA,156.4600830078125,0.0
149,2022-12-12,HGLG11.SA,155.6248321533203,0.0
150,2022-12-13,HGLG11.SA,155.52882385253906,0.0
151,2022-12-14,HGLG11.SA,155.04881286621094,0.0
152,2022-12-15,HGLG11.SA,155.21200561523438,0.0
153,2022-12-16,HGLG11.SA,154.5687713623047,0.0
154,2022-12-19,HGLG11.SA,153.53192138671875,0.0
155,2022-12-20,HGLG11.SA,154.29995727539062,0.0
156,2022-12-21,HGLG11.SA,153.58950805664062,0.0
157,2022-12-22,HGLG11.SA,153.6087188720703,0.0
158,2022-12-23,HGLG11.SA,156.4888916015625,0.0
159,2022-12-26,HGLG11.SA,157.4393310546875,0.0
160,2022-12-27,HGLG11.SA,157.67935180664062,0.0
161,2022-12-28,HGLG11.SA,156.7769012451172,0.0
162,2022-12-29,HGLG11.SA,157.92897033691406,0.0
163,2023-01-02,HGLG11.SA,157.62730407714844,2.2
164,2023-01-03,HGLG11.SA,158.0360107421875,0.0
165,2023-01-04,HGLG11.SA,157.89002990722656,0.0
166,2023-01-05,HGLG11.SA,158.1235809326172,0.0
167,2023-01-06,HGLG11.SA,157.73434448242188,0.0
168,2023-01-09,HGLG11.SA,157.82191467285156,0.0
169,2023-01-10,HGLG11.SA,158.02626037597656,0.0
170,2023-01-11,HGLG11.SA,157.83164978027344,0.0
171,2023-01-12,HGLG11.SA,157.9776153564453,0.0
172,2023-01-13,HGLG11.SA,158.00682067871094,0.0
173,2023-01-16,HGLG11.SA,157.95816040039062,0.0
174,2023-01-17,HGLG11.SA,157.1602325439453,0.0
175,2023-01-18,HGLG11.SA,157.1505126953125,0.0
176,2023-01-19,HGLG11.SA,156.91696166992188,0.0
177,2023-01-20,HGLG11.SA,157.27700805664062,0.0
178,2023-01-23,HGLG11.SA,156.85858154296875,0.0
179,2023-01-24,HGLG11.SA,156.87803649902344,0.0
180,2023-01-25,HGLG11.SA,157.0045623779297,0.0
181,2023-01-26,HGLG11.SA,156.91696166992188,0.0
182,2023-01-27,HGLG11.SA,157.1505126953125,0.0
183,2023-01-30,HGLG11.SA,157.5397186279297,0.0
184,2023-01-31,HGLG11.SA,157.89002990722656,0.0
185,2023-02-01,HGLG11.SA,158.31130981445312,1.1
186,2023-02-02,HGLG11.SA,158.52684020996094,0.0
187,2023-02-03,HGLG11.SA,158.7325897216797,0.0
188,2023-02-06,HGLG11.SA,158.51705932617188,0.0
189,2023-02-07,HGLG11.SA,156.75357055664062,0.0
190,2023-02-08,HGLG11.SA,157.38058471679688,0.0
191,2023-02-09,HGLG11.SA,157.2238311767578,0.0
192,2023-02-10,HGLG11.SA,156.93971252441406,0.0
193,2023-02-13,HGLG11.SA,156.6654052734375,0.0
194,2023-02-14,HGLG11.SA,156.74378967285156,0.0
195,2023-02-15,HGLG11.SA,156.4988555908203,0.0
196,2023-02-16,HGLG11.SA,156.65560913085938,0.0
197,2023-02-17,HGLG11.SA,158.3700714111328,0.0
198,2023-02-22,HGLG11.SA,156.9103240966797,0.0
199,2023-02-23,HGLG11.SA,157.1650390625,0.0
200,2023-02-24,HGLG11.SA,158.00759887695312,0.0
201,2023-02-27,HGLG11.SA,158.37989807128906,0.0
202,2023-02-28,HGLG11.SA,158.3700714111328,0.0
203,2023-03-01,HGLG11.SA,158.3799591064453,1.1
204,2023-03-02,HGLG11.SA,158.0248565673828,0.0
205,2023-03-03,HGLG11.SA,158.2221221923828,0.0
206,2023-03-06,HGLG11.SA,157.78811645507812,0.0
207,2023-03-07,HGLG11.SA,157.63027954101562,0.0
208,2023-03-08,HGLG11.SA,158.2911834716797,0.0
209,2023-03-09,HGLG11.SA,158.04458618164062,0.0
210,2023-03-10,HGLG11.SA,158.3109130859375,0.0
211,2023-03-13,HGLG11.SA,157.8177032470703,0.0
212,2023-03-14,HGLG11.SA,158.00511169433594,0.0
213,2023-03-15,HGLG11.SA,157.2554473876953,0.0
214,2023-03-16,HGLG11.SA,157.51190185546875,0.0
215,2023-03-17,HGLG11.SA,156.4860382080078,0.0
216,2023-03-20,HGLG11.SA,156.73263549804688,0.0
217,2023-03-21,HGLG11.SA,157.1666717529297,0.0
218,2023-03-22,HGLG11.SA,157.58094787597656,0.0
219,2023-03-23,HGLG11.SA,156.70303344726562,0.0
220,2023-03-24,HGLG11.SA,157.70919799804688,0.0
221,2023-03-27,HGLG11.SA,157.43299865722656,0.0
222,2023-03-28,HGLG11.SA,157.7486572265625,0.0
223,2023-03-29,HGLG11.SA,157.72891235351562,0.0
224,2023-03-30,HGLG11.SA,157.8275604248047,0.0
225,2023-03-31,HGLG11.SA,158.2911834716797,0.0
226,2023-04-03,HGLG11.SA,158.5692901611328,1.1
227,2023-04-04,HGLG11.SA,158.32098388671875,0.0
228,2023-04-05,HGLG11.SA,158.30111694335938,0.0
229,2023-04-06,HGLG11.SA,158.12232971191406,0.0
230,2023-04-10,HGLG11.SA,158.16207885742188,0.0
231,2023-04-11,HGLG11.SA,158.72821044921875,0.0
232,2023-04-12,HGLG11.SA,158.96658325195312,0.0
233,2023-04-13,HGLG11.SA,158.5990753173828,0.0
234,2023-04-14,HGLG11.SA,160.90338134765625,0.0
235,2023-04-17,HGLG11.SA,161.03250122070312,0.0
236,2023-04-18,HGLG11.SA,160.91331481933594,0.0
237,2023-04-19,HGLG11.SA,160.89346313476562,0.0
238,2023-04-20,HGLG11.SA,161.09210205078125,0.0
239,2023-04-24,HGLG11.SA,159.7115020751953,0.0
240,2023-04-25,HGLG11.SA,159.66184997558594,0.0
241,2023-04-26,HGLG11.SA,160.90338134765625,0.0
242,2023-04-27,HGLG11.SA,161.39999389648438,0.0
243,2023-04-28,HGLG11.SA,161.39999389648438,0.0
244,2023-05-02,HGLG11.SA,162.5,1.1
245,2023-05-03,HGLG11.SA,162.5,0.0
246,2023-05-04,HGLG11.SA,163.07000732421875,0.0
247,2023-05-05,HGLG11.SA,163.6999969482422,0.0
248,2023-05-08,HGLG11.SA,163.5,0.0
249,2023-05-09,HGLG11.SA,162.99000549316406,0.0
250,2023-05-10,HGLG11.SA,163.0,0.0
